word,count
days,0.0003
satanic,0.0000
imposter,0.0000
meneed,0.0000
priceso,0.0000
itmay,0.0000
destiny,0.0000
pray,0.0001
mind,0.0004
over,0.0005
feb,0.0002
whats,0.0004
teresa,0.0000
hope,0.0014
okay,0.0004
didnt,0.0012
hear,0.0003
these,0.0003
people,0.0008
called,0.0004
received,0.0001
package,0.0000
since,0.0003
dec,0.0000
thot,0.0000
yould,0.0000
fantastic,0.0000
reading,0.0003
plus,0.0002
bam,0.0000
aid,0.0000
usmle,0.0000
sickness,0.0000
thing,0.0008
round,0.0002
take,0.0017
better,0.0006
soon,0.0010
meant,0.0003
calculation,0.0000
units,0.0000
expensive,0.0000
started,0.0003
practicing,0.0000
accent,0.0000
because,0.0005
important,0.0002
decided,0.0002
4years,0.0000
dental,0.0000
youll,0.0001
nmde,0.0000
exam,0.0002
erm,0.0001
woodland,0.0000
avenue,0.0000
somewhere,0.0002
parish,0.0000
magazine,0.0000
telephone,0.0000
running,0.0000
managed,0.0001
5,0.0003
needed,0.0001
oxygen,0.0000
resort,0.0000
roller,0.0000
yeshe,0.0000
greatbhaji,0.0000
kallis,0.0001
cricketer,0.0000
sachin,0.0000
worldvery,0.0000
tough,0.0001
role,0.0001
model,0.0001
giving,0.0000
wish,0.0006
miracle,0.0002
reason,0.0002
must,0.0005
knew,0.0001
dont,0.0035
looked,0.0001
young,0.0000
point,0.0002
figure,0.0002
cancer,0.0001
moms,0.0002
making,0.0004
big,0.0003
deal,0.0001
regular,0.0000
checkup,0.0000
aka,0.0001
pap,0.0000
smear,0.0000
whore,0.0000
unbelievable,0.0000
shant,0.0000
anymore,0.0002
jia,0.0000
guess,0.0005
wants,0.0002
could,0.0008
detroit,0.0000
snow,0.0003
enjoy,0.0003
ke,0.0001
qi,0.0000
izzit,0.0002
suddenly,0.0000
machan,0.0001
wil,0.0003
goodnight,0.0002
right,0.0013
second,0.0002
gotta,0.0002
hit,0.0002
network,0.0001
urgnt,0.0002
sms,0.0002
de,0.0004
webadres,0.0000
geting,0.0000
salary,0.0000
slip,0.0001
yesmum,0.0000
lookin,0.0001
strong,0.0001
aight,0.0005
ure,0.0001
barred,0.0000
q,0.0000
stores,0.0000
lifethis,0.0000
twat,0.0000
orange,0.0001
dungerees,0.0000
asked,0.0003
decking,0.0000
punch,0.0000
contract,0.0000
ran,0.0002
the4th,0.0000
october,0.0000
finished,0.0003
our,0.0007
lives,0.0001
stubborn,0.0000
hospital,0.0000
kept,0.0001
telling,0.0003
mark,0.0001
weak,0.0001
sucker,0.0000
hospitals,0.0000
suckers,0.0000
added,0.0000
their,0.0002
contact,0.0002
list,0.0001
wwwfullonsmscom,0.0000
s,0.0002
visit,0.0001
fullonsmscom,0.0002
anything,0.0012
else,0.0004
salad,0.0000
desert,0.0000
many,0.0008
beers,0.0000
spoons,0.0000
rose,0.0001
redred,0.0000
bloodblood,0.0000
heartheart,0.0000
tis,0.0001
friends,0.0008
including,0.0000
1u,0.0001
poor,0.0002
relation,0.0000
2u,0.0001
1,0.0006
support,0.0001
3u,0.0001
frnd,0.0002
2,0.0044
4some1,0.0000
luvs,0.0000
some1,0.0001
praying,0.0000
marry,0.0002
try,0.0005
macha,0.0000
upseti,0.0000
assume,0.0001
mindsetbelieve,0.0000
evening,0.0002
both,0.0003
uslet,0.0000
begin,0.0001
againcall,0.0000
anytime,0.0000
noe,0.0003
shes,0.0005
shorts,0.0000
complete,0.0003
gist,0.0001
bec,0.0001
temple,0.0001
na,0.0002
posted,0.0001
couple,0.0003
pics,0.0001
fb,0.0001
theres,0.0003
outside,0.0001
ya,0.0012
reached,0.0002
very,0.0010
tomorro,0.0000
aint,0.0001
answerin,0.0000
actually,0.0006
reasonable,0.0000
hour,0.0004
sleepy,0.0001
creepy,0.0001
crazy,0.0002
made,0.0005
eta,0.0001
taunton,0.0001
1230,0.0000
thatû÷s,0.0000
okday,0.0000
grins,0.0002
muhommad,0.0000
penny,0.0000
says,0.0004
across,0.0001
hes,0.0005
worry,0.0003
truth,0.0002
coz,0.0003
lead,0.0000
itåõs,0.0001
least,0.0002
unique,0.0000
person,0.0005
deserve,0.0000
sleep,0.0008
tight,0.0001
lined,0.0000
us,0.0006
full,0.0004
heat,0.0000
applyed,0.0000
oil,0.0000
town,0.0003
sam,0.0001
p,0.0001
eachother,0.0000
house,0.0005
popped,0.0000
youd,0.0002
tonght,0.0000
wen,0.0003
girl,0.0004
comes,0.0003
mmm,0.0001
fuck,0.0005
merry,0.0002
christmas,0.0003
registered,0.0001
sinco,0.0000
payee,0.0000
log,0.0001
icicibankcom,0.0000
enter,0.0001
urn,0.0001
confirm,0.0001
beware,0.0000
frauds,0.0000
share,0.0002
disclose,0.0000
anyone,0.0002
bucks,0.0001
jay,0.0002
noncomittal,0.0000
sts,0.0000
five,0.0000
put,0.0004
waitshould,0.0000
texting,0.0001
ticket,0.0000
friendship,0.0002
game,0.0002
play,0.0002
word,0.0002
doesnt,0.0003
start,0.0005
march,0.0001
ends,0.0002
yesterday,0.0004
timings,0.0000
xuhui,0.0000
learn,0.0001
2nd,0.0001
lesson,0.0003
8am,0.0000
yijue,0.0001
11,0.0000
playin,0.0000
space,0.0001
poker,0.0000
huh,0.0004
hyde,0.0000
park,0.0002
mel,0.0000
ah,0.0005
opps,0.0000
confused,0.0001
tts,0.0000
choice,0.0001
lingo,0.0000
babes,0.0001
shit,0.0004
nights,0.0001
fell,0.0001
asleep,0.0001
5iåõm,0.0000
knackered,0.0000
iåõm,0.0001
dreading,0.0000
tonight,0.0011
thou,0.0000
x,0.0008
o,0.0002
denis,0.0001
mina,0.0000
does,0.0005
size,0.0001
elephant,0.0000
tablets,0.0000
shove,0.0000
um,0.0000
ended,0.0002
smile,0.0008
sunny,0.0002
leaves,0.0002
worries,0.0002
bay,0.0001
mrng,0.0003
semester,0.0002
checking,0.0002
miss,0.0009
seeing,0.0002
jeremiah,0.0000
month,0.0004
enuff,0.0001
mb,0.0001
hostel,0.0001
bugis,0.0001
930,0.0000
fast,0.0004
deartake,0.0000
math,0.0000
2morro,0.0000
eek,0.0000
especially,0.0001
american,0.0000
pie,0.0001
8,0.0002
long,0.0003
singing,0.0000
glad,0.0002
reply,0.0006
virtual,0.0000
hug,0.0001
returned,0.0001
re,0.0002
order,0.0002
weightloss,0.0000
make,0.0012
loads,0.0001
ebay,0.0001
celebrate,0.0000
båõday,0.0001
bath,0.0002
next,0.0009
min,0.0004
webpage,0.0000
available,0.0002
wud,0.0000
fffff,0.0000
kadeem,0.0000
afternoon,0.0003
loverboy,0.0002
goes,0.0004
any,0.0017
luck,0.0001
sweetie,0.0001
makes,0.0003
dearer,0.0000
pain,0.0003
dem,0.0000
fixes,0.0000
spelling,0.0000
sometimes,0.0002
gets,0.0002
completely,0.0001
diff,0.0000
company,0.0002
language,0.0001
k,0.0009
youre,0.0007
guild,0.0000
bristol,0.0000
road,0.0001
touch,0.0002
weekend,0.0004
flight,0.0000
thinked,0.0000
saw,0.0002
also,0.0012
knows,0.0001
menu,0.0002
pub,0.0003
pig,0.0001
clover,0.0000
saying,0.0005
iouri,0.0001
wylie,0.0000
ryans,0.0000
friend,0.0003
art,0.0001
d,0.0014
training,0.0002
student,0.0001
books,0.0001
impressively,0.0000
sensible,0.0000
early,0.0006
fine,0.0005
boring,0.0001
whens,0.0000
yours,0.0001
until,0.0003
slightly,0.0000
disastrous,0.0000
pm,0.0002
fav,0.0000
darlings,0.0000
off,0.0009
coffee,0.0001
wld,0.0001
stay,0.0003
always,0.0006
seriously,0.0002
spell,0.0000
name,0.0005
umma,0.0001
course,0.0003
2yrs,0.0000
messages,0.0002
messenger,0.0001
lik,0.0001
sending,0.0002
ahmad,0.0001
guys,0.0002
asking,0.0002
slippers,0.0001
last,0.0012
gained,0.0000
kg,0.0001
took,0.0004
blood,0.0001
sugar,0.0001
tests,0.0001
pressure,0.0000
within,0.0001
limits,0.0000
reckon,0.0000
arrange,0.0001
transport,0.0000
åè10,0.0000
evey,0.0000
mnth,0.0000
electricity,0.0000
fml,0.0000
bad,0.0005
lady,0.0001
womdarfull,0.0000
actor,0.0000
inconvenient,0.0000
baby,0.0005
positions,0.0000
kama,0.0000
sutra,0.0000
nw,0.0002
hme,0.0000
little,0.0004
meds,0.0000
once,0.0006
hours,0.0003
die,0.0002
train,0.0001
northampton,0.0000
afraid,0.0001
battery,0.0002
mr,0.0002
adewale,0.0000
uncle,0.0003
egbon,0.0000
datoday,0.0000
blakes,0.0001
explicitly,0.0000
nora,0.0000
someone,0.0004
bother,0.0001
2day,0.0001
goodmate,0.0000
sary,0.0001
asusual1,0.0000
cheered,0.0000
franyxxxxx,0.0000
plm,0.0001
decision,0.0001
decide,0.0003
simpler,0.0001
less,0.0002
magical,0.0001
shuhui,0.0002
bought,0.0001
rons,0.0000
present,0.0001
swatch,0.0001
dare,0.0001
change,0.0004
ring,0.0003
approaching,0.0000
sankranti,0.0000
republic,0.0000
valentines,0.0000
shivratri,0.0000
ugadi,0.0000
fools,0.0000
independence,0.0000
friendshipmotherfatherteacherschildrens,0.0000
ganesh,0.0000
festival,0.0000
dasara,0.0000
diwali,0.0000
mornings,0.0000
afternoons,0.0000
evenings,0.0000
rememberi,0.0000
wishing,0.0002
theseyours,0.0000
raj,0.0001
fri,0.0002
expect,0.0001
welcome,0.0001
party,0.0002
presents,0.0000
nicky,0.0000
covers,0.0000
kisses,0.0001
through,0.0002
intention,0.0000
run,0.0002
choose,0.0001
rather,0.0001
room,0.0006
clean,0.0000
visitors,0.0000
embarassed,0.0001
drop,0.0003
happened,0.0002
tried,0.0001
waaaat,0.0000
lololo,0.0000
formclark,0.0000
utter,0.0000
waste,0.0001
alright,0.0002
bit,0.0007
armands,0.0000
cool,0.0006
breeze,0.0000
bright,0.0000
fresh,0.0000
flower,0.0001
twittering,0.0000
birds,0.0001
waiting,0.0006
goodmorning,0.0002
yahoo,0.0001
mode,0.0002
sha,0.0002
drug,0.0001
cedar,0.0000
key,0.0000
tho,0.0002
reminder,0.0000
height,0.0001
confidence,0.0000
aeronautics,0.0000
professors,0.0000
wer,0.0001
calld,0.0000
sit,0.0001
aeroplane,0.0000
aftr,0.0000
sat,0.0004
plane,0.0001
ws,0.0000
students,0.0001
dey,0.0000
hurried,0.0000
bt,0.0002
saidif,0.0000
idk,0.0001
sitting,0.0002
shop,0.0002
parking,0.0000
bawling,0.0000
eyes,0.0001
failure,0.0000
nobody,0.0001
failing,0.0000
facebook,0.0001
customer,0.0001
update,0.0001
status,0.0001
frequently,0.0000
ex,0.0002
smth,0.0004
guilty,0.0001
baaaaabe,0.0000
misss,0.0000
youuuuu,0.0000
teach,0.0001
boytoy,0.0002
geeee,0.0002
tm,0.0001
remind,0.0001
loved,0.0001
loving,0.0002
kiss,0.0003
orchard,0.0002
wan,0.0009
tickets,0.0000
nobut,0.0000
heard,0.0001
abt,0.0004
nope,0.0003
nap,0.0001
possibility,0.0000
found,0.0002
app,0.0000
eh,0.0002
net,0.0002
cafe,0.0001
job,0.0005
spunout,0.0000
spk,0.0001
mo,0.0000
dead,0.0002
wrld,0.0000
sleeping,0.0002
sofa,0.0002
thatåõs,0.0001
gota,0.0000
questions,0.0001
reunion,0.0000
bcum,0.0000
difficult,0.0002
toshiba,0.0001
portege,0.0000
m100,0.0000
gd,0.0003
pocay,0.0000
wocay,0.0000
4eva,0.0000
promise,0.0002
2morrowxxxx,0.0000
bill,0.0002
brison,0.0000
dearme,0.0000
cherthalain,0.0000
cochin,0.0001
bfore,0.0000
starti,0.0000
accordinglyor,0.0000
comingtmorow,0.0000
engaged,0.0000
ans,0.0001
holiday,0.0002
means,0.0004
teju,0.0000
recycling,0.0000
read,0.0002
twice,0.0001
spend,0.0002
earning,0.0000
spent,0.0002
spending,0.0001
smiling,0.0003
freezing,0.0000
mom,0.0000
weird,0.0001
supposed,0.0002
happening,0.0002
idea,0.0001
heroi,0.0000
qatar,0.0000
tonite,0.0001
apt,0.0000
opportunitypls,0.0000
ltemailgt,0.0000
kerala,0.0000
ideas,0.0000
lmao,0.0001
wheres,0.0001
fish,0.0001
memory,0.0000
spirit,0.0000
ph,0.0000
information,0.0001
arpraveesh,0.0000
details,0.0002
delicious,0.0000
treat,0.0002
awesome,0.0004
minute,0.0002
callsmessagesmissed,0.0000
dint,0.0000
angry,0.0003
abi,0.0001
cleared,0.0000
birla,0.0000
soft,0.0000
exactly,0.0001
chechi,0.0000
meive,0.0000
hardly,0.0000
gotany,0.0000
credit,0.0001
û,0.0001
stayin,0.0001
wed,0.0001
rugby,0.0000
ham,0.0001
law,0.0002
alive,0.0001
mon,0.0002
thurs,0.0001
leh,0.0006
other,0.0008
sex,0.0000
cuddling,0.0000
sleeps,0.0000
project,0.0003
earlier,0.0003
gloucesterroad,0.0000
uup,0.0000
tuition,0.0000
330,0.0000
1120,0.0000
1205,0.0000
mine,0.0003
others,0.0002
al,0.0001
moan,0.0001
thin,0.0000
wrong,0.0002
faultal,0.0000
arguments,0.0000
faultfed,0.0000
himso,0.0000
hav,0.0005
2go,0.0000
thanxxx,0.0000
mistake,0.0002
ideal,0.0001
path,0.0000
appear,0.0000
front,0.0001
paths,0.0000
walking,0.0001
borderline,0.0000
housemaid,0.0001
murderer,0.0001
murdered,0.0001
th,0.0001
january,0.0002
public,0.0001
govtinstituitions,0.0001
closedincluding,0.0001
post,0.0002
officeunderstand,0.0000
toldshe,0.0000
wats,0.0002
matter,0.0001
del,0.0000
bak,0.0002
sum,0.0000
lucyxx,0.0000
tp,0.0000
mrt,0.0002
gwr,0.0000
rem,0.0000
correctly,0.0000
affidavit,0.0000
twiggs,0.0000
st,0.0001
g,0.0002
courtroom,0.0000
lttimegt,0.0001
double,0.0001
check,0.0005
pple,0.0001
lovers,0.0001
becz,0.0000
undrstndng,0.0000
avoids,0.0000
problems,0.0001
dis,0.0004
news,0.0001
break,0.0002
chain,0.0000
suffer,0.0000
frnds,0.0003
mins,0.0002
whn,0.0000
thread,0.0000
cause,0.0002
stuff,0.0006
between,0.0003
shower,0.0002
lets,0.0003
thank,0.0004
water,0.0001
beautiful,0.0003
erutupalam,0.0000
thandiyachu,0.0000
hotel,0.0001
flies,0.0000
tog,0.0001
mth,0.0000
mths,0.0000
advice,0.0001
times,0.0005
per,0.0002
aiyo,0.0002
meh,0.0002
frm,0.0002
mean,0.0002
king,0.0001
havin,0.0001
goin2bed,0.0000
only1more,0.0000
persons,0.0002
story,0.0003
maaaan,0.0000
resizing,0.0000
slept,0.0002
past,0.0001
complacent,0.0000
greatness,0.0000
fixed,0.0001
setting,0.0000
computer,0.0001
filling,0.0000
belly,0.0001
sighs,0.0001
ull,0.0001
ding,0.0001
fassyole,0.0000
blacko,0.0000
londn,0.0000
poyyarikaturkolathupalayamunjalur,0.0000
posterode,0.0000
juicy,0.0000
booty,0.0000
theoretically,0.0000
doctor,0.0001
theyre,0.0001
female,0.0000
v,0.0005
howre,0.0000
throwing,0.0000
deciding,0.0000
lost,0.0001
africa,0.0000
avin,0.0000
old,0.0003
silver,0.0000
infact,0.0000
roast,0.0001
down,0.0008
iåõd,0.0000
drinks,0.0001
indian,0.0001
derek,0.0000
taylor,0.0000
walmart,0.0000
mouse,0.0000
desk,0.0000
priscillas,0.0000
ready,0.0002
willing,0.0001
aptitude,0.0000
ignoring,0.0000
settled,0.0001
kind,0.0002
brings,0.0001
ppl,0.0000
together,0.0003
friendships,0.0000
grow,0.0000
prepare,0.0001
pleasured,0.0000
ey,0.0000
calm,0.0001
downon,0.0000
theacusations,0.0000
itxt,0.0000
iwana,0.0000
wotu,0.0000
doin,0.0001
thewend,0.0000
haventcn,0.0000
agesring,0.0000
up4,0.0001
nething,0.0000
satlove,0.0000
j,0.0001
wonder,0.0002
online,0.0004
recharged,0.0000
bet,0.0001
brothas,0.0001
chasing,0.0000
7,0.0004
sends,0.0000
greetings,0.0001
classes,0.0001
diet,0.0000
everyday,0.0000
cheat,0.0000
fatty,0.0000
toa,0.0001
payoh,0.0001
walk,0.0003
believe,0.0004
attached,0.0000
midnight,0.0001
kkwhy,0.0000
cinema,0.0001
drink,0.0003
appeal,0.0000
tomo,0.0002
thriller,0.0000
director,0.0000
mac,0.0001
830,0.0001
lick,0.0000
use,0.0006
mouth,0.0001
ssindia,0.0000
draw,0.0001
series,0.0000
years,0.0002
south,0.0000
african,0.0000
soil,0.0000
issue,0.0000
weigh,0.0001
breathe,0.0001
easier,0.0000
regret,0.0000
wewa,0.0000
130,0.0000
iriver,0.0000
255,0.0000
128,0.0000
likes,0.0000
dislikes,0.0001
bed,0.0003
ho,0.0002
type,0.0002
partys,0.0000
charge,0.0002
contribute,0.0000
greatly,0.0000
appreciated,0.0001
genius,0.0000
pix,0.0001
top,0.0001
bottom,0.0000
movie,0.0002
kb,0.0001
importantly,0.0000
discuss,0.0001
food,0.0003
neft,0.0000
transaction,0.0001
reference,0.0001
credited,0.0000
beneficiary,0.0000
somebody,0.0001
high,0.0000
diesel,0.0000
sonot,0.0000
conveying,0.0000
ese,0.0000
thru,0.0001
different,0.0002
feelingwavering,0.0000
decisions,0.0001
coping,0.0000
individualtime,0.0000
heal,0.0000
donû÷t,0.0001
flying,0.0000
monkeys,0.0000
email,0.0003
ûò,0.0000
address,0.0002
incomm,0.0000
yar,0.0003
error,0.0000
haunt,0.0000
sorted,0.0001
sound,0.0002
promoting,0.0000
hex,0.0000
joke,0.0001
catch,0.0001
frying,0.0000
tea,0.0002
eating,0.0002
left,0.0005
bigger,0.0000
